Shape_Leng,起点_1,起点_12,终点_1,终点_12,数量,time,日期,小时
914.225383255,113.899615217,22.581113399,113.905887853,22.576218643,3,2021-11-20,20211120,17
762.645494434,114.114158007,22.543804396,114.107857262,22.541319911,3,2021-11-20,20211120,17
762.645494434,114.114158007,22.543804396,114.107857262,22.541319911,3,2021-11-20,20211120,17
2395.41576846,113.887066125,22.577595231,113.90142393,22.562794884,3,2021-11-20,20211120,12
2152.16620403,113.92292275,22.50721202,113.934589165,22.521453542,3,2021-11-20,20211120,16
2770.52947285,113.865481087,22.572551512,113.882598658,22.555867808,3,2021-11-20,20211120,17
3796.79882436,114.089809025,22.562402467,114.122224768,22.57219787,3,2021-11-20,20211120,15
942.091600591,114.125828488,22.676463425,114.118633168,22.680574178,3,2021-11-20,20211120,14
942.091600591,114.125828488,22.676463425,114.118633168,22.680574178,3,2021-11-20,20211120,14
942.091600591,114.125828488,22.676463425,114.118633168,22.680574178,3,2021-11-20,20211120,14
942.091600591,114.125828488,22.676463425,114.118633168,22.680574178,3,2021-11-20,20211120,14
4500.21463191,114.264354805,22.692724415,114.223956959,22.694119122,3,2021-11-20,20211120,11
2008.81128437,114.429520543,22.622811949,114.424123268,22.638705531,4,2021-11-20,20211120,9
2094.27844827,113.892484346,22.534285118,113.911294478,22.534600219,4,2021-11-20,20211120,17
3456.30463496,113.842005248,22.748756123,113.830238118,22.722256361,4,2021-11-20,20211120,13
724.125233866,114.115060491,22.538798768,114.109657998,22.54214514,5,2021-11-20,20211120,18
698.804901964,113.888856566,22.734335297,113.89513332,22.734423067,3,2021-11-20,20211120,8
1332.56130906,114.061005613,22.538643879,114.0493401,22.536163604,3,2021-11-20,20211120,13
1910.24089079,114.138403362,22.671654377,114.124924645,22.681453619,4,2021-11-20,20211120,9
1910.24089079,114.138403362,22.671654377,114.124924645,22.681453619,4,2021-11-20,20211120,9
1910.24089079,114.138403362,22.671654377,114.124924645,22.681453619,4,2021-11-20,20211120,9
1172.48656067,114.122217208,22.605560144,114.125808259,22.596419003,4,2021-11-20,20211120,17
1361.01349255,113.893365861,22.767718824,113.889778069,22.778495609,4,2021-11-20,20211120,11
2478.14623195,114.124043971,22.551360358,114.102448039,22.546370344,3,2021-11-20,20211120,13
2478.14623195,114.124043971,22.551360358,114.102448039,22.546370344,3,2021-11-20,20211120,13
1004.08861358,113.868198214,22.78423587,113.859178727,22.784314348,4,2021-11-20,20211120,7
1177.77080378,114.120423092,22.576355617,114.116834637,22.567165055,5,2021-11-20,20211120,10
627.746911634,114.008206454,22.639936613,114.013568167,22.638324239,3,2021-11-20,20211120,15
583.535056391,114.044840777,22.67457776,114.047531549,22.670426719,3,2021-11-20,20211120,21
1000.8664186,113.97953577,22.5399635,113.97054659,22.540127586,3,2021-11-20,20211120,19
1008.08530503,113.88887565,22.562602639,113.88349689,22.555874754,3,2021-11-20,20211120,15
500.922136643,114.111455361,22.54714486,114.115955217,22.547143272,3,2021-11-20,20211120,11
500.922136643,114.111455361,22.54714486,114.115955217,22.547143272,3,2021-11-20,20211120,11
500.922136643,114.111455361,22.54714486,114.115955217,22.547143272,3,2021-11-20,20211120,11
1071.13608325,113.882598658,22.555867808,113.88887565,22.562602639,3,2021-11-20,20211120,22
956.939413682,114.186968811,22.662134401,114.18967928,22.654606202,3,2021-11-20,20211120,18
1627.78551312,114.10063262,22.55973761,114.107852742,22.547994322,3,2021-11-20,20211120,21
537.528804823,114.239246733,22.717406279,114.243736258,22.71576641,3,2021-11-20,20211120,18
707.972343259,113.988473041,22.590731519,113.982189651,22.591639127,5,2021-11-20,20211120,9
664.137997221,114.027872246,22.528426175,114.022513137,22.530847865,3,2021-11-20,20211120,11
729.058229051,114.096140568,22.541444749,114.101551421,22.538036719,3,2021-11-20,20211120,18
827.356481872,113.875389725,22.571685068,113.8681845,22.573368412,6,2021-11-20,20211120,12
1000.92442092,113.82211437,22.710655881,113.829333561,22.715600215,3,2021-11-20,20211120,8
2817.84890431,113.787051874,22.701985335,113.80053447,22.682219988,4,2021-11-20,20211120,17
1715.92939039,114.101537561,22.556390676,114.113255653,22.547141878,6,2021-11-20,20211120,15
1715.92939039,114.101537561,22.556390676,114.113255653,22.547141878,6,2021-11-20,20211120,15
1715.92939039,114.101537561,22.556390676,114.113255653,22.547141878,6,2021-11-20,20211120,15
1253.75134437,113.860058652,22.586781249,113.869976133,22.591709418,3,2021-11-20,20211120,23
2389.00401883,114.111455361,22.54714486,114.116835523,22.566330985,3,2021-11-20,20211120,21
2389.00401883,114.111455361,22.54714486,114.116835523,22.566330985,3,2021-11-20,20211120,21
2389.00401883,114.111455361,22.54714486,114.116835523,22.566330985,3,2021-11-20,20211120,21
1003.69114968,113.924709222,22.501383682,113.933676181,22.502254017,5,2021-11-20,20211120,9
1003.69114968,113.924709222,22.501383682,113.933676181,22.502254017,5,2021-11-20,20211120,9
2966.74902737,113.947137106,22.56892043,113.951655484,22.544664764,3,2021-11-20,20211120,10
895.819673972,113.874486791,22.575020676,113.867284854,22.571705359,3,2021-11-20,20211120,14
1027.81786991,114.031424804,22.675260215,114.02964534,22.666900312,3,2021-11-20,20211120,11
1224.53558172,114.040386594,22.530260943,114.0493401,22.536163604,3,2021-11-20,20211120,19
722.99912269,114.111455361,22.54714486,114.116852021,22.550482284,3,2021-11-20,20211120,8
722.99912269,114.111455361,22.54714486,114.116852021,22.550482284,3,2021-11-20,20211120,8
722.99912269,114.111455361,22.54714486,114.116852021,22.550482284,3,2021-11-20,20211120,8
585.508922622,114.243737183,22.719932488,114.239246733,22.717406279,4,2021-11-20,20211120,17
1707.68442912,114.091631013,22.542350557,114.106955557,22.54299426,3,2021-11-20,20211120,15
630.361559296,113.88349452,22.780095045,113.888880992,22.778484468,4,2021-11-20,20211120,17
2816.25850363,114.232053271,22.714067958,114.257182429,22.716766558,3,2021-11-20,20211120,21
842.551442174,113.974119906,22.679322573,113.979507058,22.684227873,3,2021-11-20,20211120,20
1712.61785898,113.897846361,22.766123637,113.888881276,22.777651763,3,2021-11-20,20211120,16
4192.39463883,114.056511259,22.517802944,114.079906425,22.5450631,3,2021-11-20,20211120,9
4192.39463883,114.056511259,22.517802944,114.079906425,22.5450631,3,2021-11-20,20211120,9
721.160845606,114.063702178,22.538621697,114.060108281,22.533643282,3,2021-11-20,20211120,8
2558.94141091,114.228452397,22.714915677,114.223956959,22.694119122,3,2021-11-20,20211120,11
1581.04692931,114.022505386,22.652621622,114.009103579,22.648282101,3,2021-11-20,20211120,10
924.173176965,114.119510612,22.705574726,114.114111724,22.711392585,3,2021-11-20,20211120,18
1003.75887372,114.238374983,22.564002995,114.232987376,22.557325909,4,2021-11-20,20211120,22
1749.15983013,114.023398376,22.654302422,114.009103579,22.648282101,3,2021-11-20,20211120,17
5242.07797444,113.921107405,22.579784304,113.874479543,22.585863278,6,2021-11-20,20211120,19
858.172408093,113.822147095,22.672327453,113.814934108,22.674838004,5,2021-11-20,20211120,22
1212.18921216,114.124934063,22.559710787,114.117749975,22.552153531,3,2021-11-20,20211120,1
1212.18921216,114.124934063,22.559710787,114.117749975,22.552153531,3,2021-11-20,20211120,1
646.726719456,114.250021411,22.729995102,114.253609418,22.734209426,4,2021-11-20,20211120,10
1092.12266621,114.018036958,22.641717882,114.023398452,22.649300559,4,2021-11-20,20211120,20
725.762346763,113.924726244,22.522253446,113.931000529,22.520616872,3,2021-11-20,20211120,19
725.762346763,113.924726244,22.522253446,113.931000529,22.520616872,3,2021-11-20,20211120,19
725.762346763,113.924726244,22.522253446,113.931000529,22.520616872,3,2021-11-20,20211120,19
725.762346763,113.924726244,22.522253446,113.931000529,22.520616872,3,2021-11-20,20211120,19
725.762346763,113.924726244,22.522253446,113.931000529,22.520616872,3,2021-11-20,20211120,19
725.762346763,113.924726244,22.522253446,113.931000529,22.520616872,3,2021-11-20,20211120,19
2144.12058877,113.804144113,22.666432074,113.823051311,22.669822791,5,2021-11-20,20211120,22
1177.77080378,114.120423092,22.576355617,114.116834637,22.567165055,3,2021-11-20,20211120,14
3560.29954335,114.03143606,22.55184201,114.055588238,22.571203286,3,2021-11-20,20211120,18
763.318714632,113.82576236,22.639795202,113.828472995,22.645608233,3,2021-11-20,20211120,18
1151.36602526,113.867284049,22.572539413,113.859160915,22.578451192,3,2021-11-20,20211120,20
1151.36602526,113.867284049,22.572539413,113.859160915,22.578451192,3,2021-11-20,20211120,20
607.374270962,114.050207417,22.57036905,114.055588238,22.571203286,5,2021-11-20,20211120,17
634.632449447,113.895134177,22.582707938,113.889755449,22.580963195,4,2021-11-20,20211120,1
830.471339455,113.866376379,22.580051567,113.8681845,22.573368412,4,2021-11-20,20211120,12
2487.1080459,114.018036953,22.551641454,114.04037645,22.551954487,3,2021-11-20,20211120,3
730.277424404,114.115058872,22.542136212,114.108756446,22.543817975,3,2021-11-20,20211120,20
730.277424404,114.115058872,22.542136212,114.108756446,22.543817975,3,2021-11-20,20211120,20
807.078004829,113.823051232,22.773967334,113.829368176,22.777248005,3,2021-11-20,20211120,16
1630.77103049,113.77271036,22.689227755,113.77987672,22.701015388,3,2021-11-20,20211120,16
1131.65951203,114.143787877,22.559180125,114.139309321,22.550751978,3,2021-11-20,20211120,16
806.238553094,113.934588709,22.520618862,113.941770022,22.519750576,3,2021-11-20,20211120,17
806.238553094,113.934588709,22.520618862,113.941770022,22.519750576,3,2021-11-20,20211120,17
825.287197218,113.934588709,22.520618862,113.941769506,22.518915864,3,2021-11-20,20211120,13
825.287197218,113.934588709,22.520618862,113.941769506,22.518915864,3,2021-11-20,20211120,13
803.278550985,113.867296967,22.784240923,113.860081316,22.784303946,5,2021-11-20,20211120,7
998.683220174,113.894243429,22.575187711,113.885272943,22.575074766,3,2021-11-20,20211120,16
5056.31080749,114.117752446,22.657235663,114.12760333,22.69814815,3,2021-11-20,20211120,19
605.861098612,114.043069788,22.52444367,114.048442741,22.523642275,3,2021-11-20,20211120,11
5231.24258181,113.945351918,22.5055244,113.911294346,22.535434684,3,2021-11-20,20211120,20
718.893724118,114.0055267,22.64742055,114.000158337,22.650733367,3,2021-11-20,20211120,11
708.351553117,114.116854167,22.547979579,114.110555043,22.547147522,3,2021-11-20,20211120,10
708.351553117,114.116854167,22.547979579,114.110555043,22.547147522,3,2021-11-20,20211120,10
708.351553117,114.116854167,22.547979579,114.110555043,22.547147522,3,2021-11-20,20211120,10
708.351553117,114.116854167,22.547979579,114.110555043,22.547147522,3,2021-11-20,20211120,10
708.351553117,114.116854167,22.547979579,114.110555043,22.547147522,3,2021-11-20,20211120,10
708.351553117,114.116854167,22.547979579,114.110555043,22.547147522,3,2021-11-20,20211120,10
643.129743192,114.119555348,22.543818942,114.115059752,22.540467517,3,2021-11-20,20211120,18
1006.58534476,113.890670619,22.56179132,113.883496026,22.556708915,4,2021-11-20,20211120,8
2700.54538791,113.867284854,22.571705359,113.883497734,22.555040591,3,2021-11-20,20211120,14
1120.36260218,114.079009271,22.535901025,114.080807918,22.545046942,3,2021-11-20,20211120,9
712.553127135,114.248230246,22.732473571,114.243741516,22.728264681,3,2021-11-20,20211120,20
897.037391899,114.256291475,22.727584219,114.264348371,22.727718954,3,2021-11-20,20211120,21
643.870880292,114.119555348,22.543818942,114.115959872,22.539634395,3,2021-11-20,20211120,19
668.251454207,114.073600493,22.54183259,114.079005556,22.54424479,3,2021-11-20,20211120,10
668.251454207,114.073600493,22.54183259,114.079005556,22.54424479,3,2021-11-20,20211120,10
1004.86885913,113.885266465,22.584249278,113.876279391,22.585031175,4,2021-11-20,20211120,22
639.074111371,114.067291488,22.6595154,114.063694922,22.655386071,5,2021-11-20,20211120,11
1232.61916912,113.858258224,22.578462083,113.867284049,22.572539413,3,2021-11-20,20211120,16
1344.40919087,113.877195057,22.791717073,113.886185853,22.784282948,4,2021-11-20,20211120,20
1344.40919087,113.877195057,22.791717073,113.886185853,22.784282948,4,2021-11-20,20211120,20
1416.69546761,114.109645672,22.668906976,114.12223966,22.670596498,3,2021-11-20,20211120,22
1416.69546761,114.109645672,22.668906976,114.12223966,22.670596498,3,2021-11-20,20211120,22
902.766825061,114.106044984,22.554680099,114.102433515,22.561385724,3,2021-11-20,20211120,8
2220.44634284,114.111425004,22.689732837,114.130299632,22.695684463,3,2021-11-20,20211120,9
906.4439455,114.23118408,22.560666871,114.239276199,22.561503902,3,2021-11-20,20211120,7
930.326136655,113.832977836,22.629714445,113.841108431,22.627930056,3,2021-11-20,20211120,17
930.326136655,113.832977836,22.629714445,113.841108431,22.627930056,3,2021-11-20,20211120,17
701.95995431,114.076258408,22.726044276,114.069953476,22.726141641,3,2021-11-20,20211120,20
1793.79896012,113.962452876,22.534451792,113.951654932,22.545499069,3,2021-11-20,20211120,10
598.963744414,114.0493401,22.536163604,114.054720678,22.536168088,5,2021-11-20,20211120,17
3324.74027725,113.939975471,22.541461467,113.911294581,22.533765743,3,2021-11-20,20211120,21
2143.34240826,113.913980235,22.527966682,113.917551501,22.510489429,3,2021-11-20,20211120,9
2886.09800087,113.909480873,22.564603612,113.886170662,22.575083625,3,2021-11-20,20211120,16
779.510042813,114.065500758,22.538603676,114.060108177,22.534477758,9,2021-11-20,20211120,11
723.336470196,113.820338567,22.67733441,113.814934924,22.674004685,4,2021-11-20,20211120,17
723.336470196,113.820338567,22.67733441,113.814934924,22.674004685,4,2021-11-20,20211120,17
1429.67951254,113.894262264,22.767732254,113.888880992,22.778484468,3,2021-11-20,20211120,9
3798.57281094,114.083502419,22.634243663,114.115036629,22.622209516,3,2021-11-20,20211120,18
904.578577531,113.832045233,22.704738334,113.835663121,22.698025877,3,2021-11-20,20211120,21
2270.85684208,114.050209444,22.621246488,114.04571569,22.602877747,4,2021-11-20,20211120,16
607.937808528,113.919350171,22.520529362,113.924725817,22.521418777,3,2021-11-20,20211120,8
903.21984781,114.096140104,22.542279097,114.104253172,22.542181216,3,2021-11-20,20211120,13
728.490292691,113.918436636,22.675645247,113.924705622,22.677377769,3,2021-11-20,20211120,11
1485.60990902,114.075404912,22.533459376,114.079906425,22.5450631,3,2021-11-20,20211120,9
1485.60990902,114.075404912,22.533459376,114.079906425,22.5450631,3,2021-11-20,20211120,9
5379.64672316,114.0619053,22.52862338,114.055586601,22.572871407,3,2021-11-20,20211120,8
857.192338534,114.269733691,22.746140743,114.276895581,22.748749457,3,2021-11-20,20211120,12
727.16058172,114.048414975,22.570363305,114.054690013,22.572039119,3,2021-11-20,20211120,9
1227.21208319,114.116844465,22.670568079,114.125828488,22.676463425,3,2021-11-20,20211120,21
1227.21208319,114.116844465,22.670568079,114.125828488,22.676463425,3,2021-11-20,20211120,21
1712.61785898,113.897846361,22.766123637,113.888881276,22.777651763,4,2021-11-20,20211120,11
2220.37382281,113.78077027,22.720195723,113.795132286,22.732962095,3,2021-11-20,20211120,15
609.868641101,113.863671219,22.580072586,113.8582576,22.57929613,3,2021-11-20,20211120,16
1175.74267684,114.06460255,22.533606346,114.059207288,22.541992784,3,2021-11-20,20211120,9
3783.42429656,114.000158205,22.649066019,114.034119258,22.650293344,5,2021-11-20,20211120,18
1371.20233142,113.889772756,22.562613774,113.88260116,22.553365268,4,2021-11-20,20211120,16
1371.20233142,113.889772756,22.562613774,113.88260116,22.553365268,4,2021-11-20,20211120,16
899.298509066,113.930083736,22.497239509,113.933677774,22.503923775,5,2021-11-20,20211120,8
805.539833321,114.062773234,22.571997515,114.055588238,22.571203286,4,2021-11-20,20211120,18
2635.4045831,113.882598658,22.555867808,113.867284049,22.572539413,3,2021-11-20,20211120,19
1411.75055199,114.056492702,22.677100714,114.043944658,22.675404578,3,2021-11-20,20211120,11
774.072650976,114.018039398,22.652556192,114.023398326,22.648466865,3,2021-11-20,20211120,9
1116.86456508,114.065470025,22.572805494,114.055588238,22.571203286,6,2021-11-20,20211120,19
813.445174228,114.127609696,22.57975881,114.124020705,22.573881398,3,2021-11-20,20211120,15
813.445174228,114.127609696,22.57975881,114.124020705,22.573881398,3,2021-11-20,20211120,15
1178.40002908,114.118636195,22.564669228,114.122223207,22.573865975,4,2021-11-20,20211120,8
1178.40002908,114.118636195,22.564669228,114.122223207,22.573865975,4,2021-11-20,20211120,8
811.746532484,114.269717624,22.727810524,114.263451435,22.724370621,11,2021-11-20,20211120,18
628.862199995,113.922894085,22.589811176,113.917519458,22.591417392,5,2021-11-20,20211120,7
1417.78431674,113.791545142,22.692904744,113.789741818,22.704536083,3,2021-11-20,20211120,10
5258.62436242,113.984883572,22.589935599,113.939942842,22.576496366,4,2021-11-20,20211120,13
920.841458619,114.10063262,22.55973761,114.106033383,22.565523719,35,2021-11-20,20211120,16
705.788627734,114.121315121,22.598046877,114.125808041,22.593916813,3,2021-11-20,20211120,10
1905.75825126,113.780769611,22.717696079,113.795127527,22.726296341,3,2021-11-20,20211120,14
2838.87260347,113.961534863,22.56033272,113.986706174,22.55655222,3,2021-11-20,20211120,8
1376.58924772,114.068176895,22.565267316,114.078091517,22.558442348,4,2021-11-20,20211120,6
600.118222531,114.12853574,22.661494745,114.123145157,22.661436216,3,2021-11-20,20211120,8
1656.46821472,113.859154405,22.809288442,113.865459007,22.821712552,3,2021-11-20,20211120,8
634.383088511,114.020718971,22.653428488,114.025184894,22.650161577,3,2021-11-20,20211120,22
855.021119858,113.859169315,22.569276599,113.866383461,22.571711076,3,2021-11-20,20211120,1
591.058352477,113.847439824,22.767828445,113.842921297,22.770399426,3,2021-11-20,20211120,23
769.246797802,113.893348522,22.573506172,113.89603257,22.579385901,4,2021-11-20,20211120,0
783.640669514,114.117749975,22.552153531,114.112354896,22.54797724,3,2021-11-20,20211120,15
783.640669514,114.117749975,22.552153531,114.112354896,22.54797724,3,2021-11-20,20211120,15
783.640669514,114.117749975,22.552153531,114.112354896,22.54797724,3,2021-11-20,20211120,15
783.640669514,114.117749975,22.552153531,114.112354896,22.54797724,3,2021-11-20,20211120,15
783.640669514,114.117749975,22.552153531,114.112354896,22.54797724,3,2021-11-20,20211120,15
783.640669514,114.117749975,22.552153531,114.112354896,22.54797724,3,2021-11-20,20211120,15
783.640669514,114.117749975,22.552153531,114.112354896,22.54797724,3,2021-11-20,20211120,15
783.640669514,114.117749975,22.552153531,114.112354896,22.54797724,3,2021-11-20,20211120,15
763.936608794,114.239246733,22.717406279,114.245531888,22.719947767,4,2021-11-20,20211120,15
3221.15142523,114.106953297,22.546331466,114.078104212,22.544260592,4,2021-11-20,20211120,13
3221.15142523,114.106953297,22.546331466,114.078104212,22.544260592,4,2021-11-20,20211120,13
2628.53828609,114.068197219,22.519377417,114.055617623,22.537835168,3,2021-11-20,20211120,18
2857.18365217,114.10151013,22.695634726,114.121330579,22.680589552,3,2021-11-20,20211120,19
2857.18365217,114.10151013,22.695634726,114.121330579,22.680589552,3,2021-11-20,20211120,19
1825.89409006,113.841113419,22.775424705,113.832071466,22.788042046,4,2021-11-20,20211120,3
807.727401802,114.101527663,22.565565964,114.094315638,22.56482985,3,2021-11-20,20211120,11
1625.70093026,113.961521672,22.572844033,113.959712944,22.586224704,3,2021-11-20,20211120,9
1803.40969451,114.121330059,22.568020924,114.105129761,22.56803306,3,2021-11-20,20211120,14
805.416000313,113.95071988,22.584716863,113.957914215,22.585425612,4,2021-11-20,20211120,19
727.271336963,114.0493401,22.536163604,114.055617623,22.537835168,3,2021-11-20,20211120,16
1377.19997783,113.906812501,22.516997406,113.917552228,22.51132424,3,2021-11-20,20211120,9
1269.13531977,113.890683815,22.54844448,113.882598658,22.555867808,5,2021-11-20,20211120,11
706.351707287,113.805908346,22.727277497,113.810403792,22.723147036,3,2021-11-20,20211120,17
706.351707287,113.805908346,22.727277497,113.810403792,22.723147036,3,2021-11-20,20211120,17
1206.66713355,114.10334348,22.553035092,114.10335154,22.543024019,3,2021-11-20,20211120,21
665.211271806,114.141082402,22.61667831,114.146464426,22.614281314,3,2021-11-20,20211120,7
2910.2765868,113.8987571,22.53772149,113.882597805,22.55670197,3,2021-11-20,20211120,15
2460.13814411,113.993850415,22.699908796,113.989386743,22.67993962,3,2021-11-20,20211120,18
1346.24427916,114.02696411,22.634346947,114.016241282,22.629185246,3,2021-11-20,20211120,15
827.356481872,113.875389725,22.571685068,113.8681845,22.573368412,3,2021-11-20,20211120,11
2216.78675581,113.858274865,22.785990436,113.877195057,22.791717073,3,2021-11-20,20211120,18
590.195713844,113.797829365,22.737171988,113.795132286,22.732962095,3,2021-11-20,20211120,9
921.176609313,114.106929856,22.569687694,114.101529474,22.56389779,3,2021-11-20,20211120,13
1214.23699512,113.910395437,22.519562852,113.916656728,22.511312037,6,2021-11-20,20211120,10
1088.76589272,113.924720017,22.513071465,113.930103762,22.520614427,7,2021-11-20,20211120,16
1088.76589272,113.924720017,22.513071465,113.930103762,22.520614427,7,2021-11-20,20211120,16
2152.16620403,113.92292275,22.50721202,113.934589165,22.521453542,3,2021-11-20,20211120,13
925.012130184,114.129433996,22.551422787,114.137512065,22.553221458,4,2021-11-20,20211120,21
858.028957897,113.887949928,22.718493545,113.895124691,22.721091568,7,2021-11-20,20211120,14
3522.34518467,114.031434503,22.639416957,114.016248027,22.665034791,3,2021-11-20,20211120,19
706.517753866,114.062802825,22.539464151,114.058311576,22.535322207,3,2021-11-20,20211120,13
706.517753866,114.062802825,22.539464151,114.058311576,22.535322207,3,2021-11-20,20211120,13
948.217073027,114.078107722,22.53675127,114.080808472,22.544212627,3,2021-11-20,20211120,9
1274.91026606,114.314575224,22.608647904,114.305579008,22.602104893,3,2021-11-20,20211120,18
1274.91026606,114.314575224,22.608647904,114.305579008,22.602104893,3,2021-11-20,20211120,18
1449.04179276,114.17344879,22.649669655,114.180653464,22.639664102,3,2021-11-20,20211120,10
4056.95231089,114.038556322,22.602814287,114.017135353,22.630031244,6,2021-11-20,20211120,13
2551.9865371,114.133908004,22.679075419,114.137477899,22.699968105,5,2021-11-20,20211120,1
596.720768216,114.01982107,22.665084753,114.014461218,22.665011761,3,2021-11-20,20211120,7
949.452065414,114.052029363,22.537003503,114.060108177,22.534477758,3,2021-11-20,20211120,10
679.615323266,114.080810765,22.540040911,114.078103658,22.545094896,3,2021-11-20,20211120,12
679.615323266,114.080810765,22.540040911,114.078103658,22.545094896,3,2021-11-20,20211120,12
679.615323266,114.080810765,22.540040911,114.078103658,22.545094896,3,2021-11-20,20211120,12
760.400438295,114.237455766,22.729898852,114.243740949,22.727431468,29,2021-11-20,20211120,0
609.458476543,114.123144493,22.552186494,114.117750751,22.551319325,3,2021-11-20,20211120,10
1022.02192785,114.12404993,22.543852006,114.115058872,22.542136212,3,2021-11-20,20211120,18
1022.02192785,114.12404993,22.543852006,114.115058872,22.542136212,3,2021-11-20,20211120,18
1617.11627871,114.009103579,22.648282101,114.022505312,22.653455243,9,2021-11-20,20211120,5
1655.63423227,114.044819573,22.601203731,114.05827268,22.607058083,3,2021-11-20,20211120,15
1199.43415676,114.157236995,22.614479089,114.146464426,22.614281314,5,2021-11-20,20211120,21
2162.84926605,114.016215705,22.729194465,114.011763926,22.746636961,6,2021-11-20,20211120,16
609.582248229,114.130316754,22.679020034,114.124928249,22.678120561,3,2021-11-20,20211120,16
609.582248229,114.130316754,22.679020034,114.124928249,22.678120561,3,2021-11-20,20211120,16
609.582248229,114.130316754,22.679020034,114.124928249,22.678120561,3,2021-11-20,20211120,16
2264.97723742,114.119523274,22.57718453,114.126706457,22.594760986,3,2021-11-20,20211120,17
2612.584098,113.960621294,22.573696129,113.937250209,22.575676118,4,2021-11-20,20211120,18
926.912123657,114.108734761,22.566340799,114.100623608,22.56807857,3,2021-11-20,20211120,12
724.125233866,114.109657998,22.54214514,114.115060491,22.538798768,6,2021-11-20,20211120,14
1026.68826813,114.070895567,22.546879102,114.079906425,22.5450631,3,2021-11-20,20211120,1
1026.68826813,114.070895567,22.546879102,114.079906425,22.5450631,3,2021-11-20,20211120,1
639.633610287,114.101529474,22.56389779,114.105129761,22.56803306,7,2021-11-20,20211120,18
1412.34299196,113.93907669,22.543135547,113.951655484,22.544664764,3,2021-11-20,20211120,9
4596.96342979,114.198670302,22.724482269,114.239246733,22.717406279,3,2021-11-20,20211120,18
4824.52963138,114.100600914,22.709809369,114.125827612,22.677296722,3,2021-11-20,20211120,20
4824.52963138,114.100600914,22.709809369,114.125827612,22.677296722,3,2021-11-20,20211120,20
1409.50660502,114.079911107,22.533381644,114.080807918,22.545046942,4,2021-11-20,20211120,9
577.352088462,114.024291706,22.650147891,114.019825853,22.652581749,3,2021-11-20,20211120,13
577.352088462,114.024291706,22.650147891,114.019825853,22.652581749,3,2021-11-20,20211120,13
1026.68231022,114.070896181,22.546044819,114.07990698,22.544228785,6,2021-11-20,20211120,10
540.435089248,114.250016499,22.721662905,114.245531888,22.719947767,3,2021-11-20,20211120,11
894.155188059,114.055588238,22.571203286,114.048417585,22.567861087,3,2021-11-20,20211120,10
1066.99770156,114.111455361,22.54714486,114.117748354,22.55382192,4,2021-11-20,20211120,13
1066.99770156,114.111455361,22.54714486,114.117748354,22.55382192,4,2021-11-20,20211120,13
1066.99770156,114.111455361,22.54714486,114.117748354,22.55382192,4,2021-11-20,20211120,13
1066.99770156,114.111455361,22.54714486,114.117748354,22.55382192,4,2021-11-20,20211120,13
1066.99770156,114.111455361,22.54714486,114.117748354,22.55382192,4,2021-11-20,20211120,13
1066.99770156,114.111455361,22.54714486,114.117748354,22.55382192,4,2021-11-20,20211120,13
1066.99770156,114.111455361,22.54714486,114.117748354,22.55382192,4,2021-11-20,20211120,13
1066.99770156,114.111455361,22.54714486,114.117748354,22.55382192,4,2021-11-20,20211120,13
1066.99770156,114.111455361,22.54714486,114.117748354,22.55382192,4,2021-11-20,20211120,13
1709.05548447,114.223971671,22.679954331,114.223956959,22.694119122,3,2021-11-20,20211120,14
926.912123657,114.108734761,22.566340799,114.100623608,22.56807857,3,2021-11-20,20211120,9
1145.40323417,114.150065562,22.676046624,114.142892519,22.669239837,4,2021-11-20,20211120,17
2054.95745525,114.224879904,22.673280013,114.237467153,22.685738962,4,2021-11-20,20211120,17
1464.494387,113.937256734,22.492227672,113.933677774,22.503923775,3,2021-11-20,20211120,11
668.868508911,113.881671565,22.591726659,113.887059859,22.589271897,4,2021-11-20,20211120,11
2720.29306627,113.790656596,22.745379852,113.802311877,22.725570548,3,2021-11-20,20211120,17
502.023357575,114.082610546,22.545848589,114.087119429,22.545766654,3,2021-11-20,20211120,20
502.023357575,114.082610546,22.545848589,114.087119429,22.545766654,3,2021-11-20,20211120,20
1330.65785694,114.018002281,22.729218878,114.007282651,22.73409725,4,2021-11-20,20211120,9
1330.65785694,114.018002281,22.729218878,114.007282651,22.73409725,4,2021-11-20,20211120,9
977.595943415,114.007313358,22.660770931,114.015358464,22.657521631,3,2021-11-20,20211120,18
1802.44929384,113.803239831,22.761406677,113.812225087,22.748985293,8,2021-11-20,20211120,13
948.257011269,114.077206223,22.537601271,114.079906425,22.5450631,4,2021-11-20,20211120,9
948.257011269,114.077206223,22.537601271,114.079906425,22.5450631,4,2021-11-20,20211120,9
1224.51913163,113.881709147,22.54585084,113.88349689,22.555874754,3,2021-11-20,20211120,19
2311.99662819,113.837460559,22.820433788,113.83747917,22.801289127,3,2021-11-20,20211120,15
729.452223743,114.061876905,22.569502722,114.055588238,22.571203286,3,2021-11-20,20211120,6
853.577402074,114.087116842,22.649186508,114.084409404,22.642565684,3,2021-11-20,20211120,22
2333.83464066,113.930079456,22.492229985,113.909473742,22.488658297,4,2021-11-20,20211120,12
2333.83464066,113.930079456,22.492229985,113.909473742,22.488658297,4,2021-11-20,20211120,12
3678.36913792,114.053823553,22.527824055,114.081710044,22.544196355,5,2021-11-20,20211120,17
4137.01236986,113.857358412,22.613503989,113.8816725,22.587556389,5,2021-11-20,20211120,18
